,Plot.ID,Date,Plot,Elevation,Warming,Removal,Treatment,Month,Day,Week,DOY,DOG,HHMMSS,Hour.EST,Hour,Minute,FTime,Mode,Smpls,EFFLUX,C2avg,Wavg,dc..dt,Vtot,RHcmbr,Tsoil_C,RHirga,Tsch_C,dC.dt,dW.dt,R.C.m,R.C.b,InsDpth,TBlk,CO2S,H2OS,Tair,Tleaf,PARo,Press,uc_21_mV,Status,PgSts,satVapTsch,eAir_2_kPa,Tsoil,VWC1,VWC2,VWC3,mean.VWC,NDVI.1,NDVI.2,NDVI.3,NDVI.4,mean.NDVI,Percent.Functional...Diversity,Phosphatase,PhosD,B.gluc,NAG,B.cell,B.xylo,a.gluc,LAP,Phenol,Perox,MicrobialBiomassC,MicrobialBiomassN,mean_temp_date_soil,min_temp_soil,max_temp_soil,mean_temp_date_air,min_temp_air,max_temp_air,Experiment_Length_yr,ug_NH4_week_cm2,ug_NO3_week_cm2,Inorganic_N,ug_TP_week_cm2,NP,pH,Soil_Percent_C,Soil_Percent_N,Soil_CN,Bare_Soil,Litter,Rock,Graminoid,Forb,Woody,Legume,Cryptogram,Total_Plant_Cover_All,Total_Plant_Cover_Vascular_Only,Graminoid_Relative,Forb_Relative,Woody_Relative,Legume_Relative,Cryptogram_Relative,Notes,Species_Richness,Total_Cover_Scaled,PCA_PlantComm_Loadings
543,27Low,8/18/21,27,Low,A,C,AC,8,18,33,230,84,18:16:05,18,16,16,2302,4,161,0.316989661,118,17.37612597,0.026101267,991,12.67024286,-154.5212402,18.87447611,45.83389537,0.090514985,0.000649597,-0.000634768,0.101003915,0,38.23651505,122.2189306,17.38513947,38.24124273,45.83389537,0.254712477,73.22564189,1545.212402,110004,#DIV/0!,10.07085961,1.27303795,60.8,13,12,10,11.66666667,0.5585,0.4774,0.5629,0.4307,0.507375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.875,12.5,26.5,22.28125,6,45,6,0.016271378,0.195888568,0.212159946,0.240587826,0.881839907,6.87,6.1412,0.52705,11.65202542,30,5,0,10,71,0,0,0,111,111,9,64,0,0,0,NA,8,111,1.154994131
544,28High,8/12/21,28,High,W,C,WC,8,12,32,224,37,16:13:52,16,14,13,6160.5,4,33,1.642340479,108,20.56682396,0.135232069,991,12.89389723,-64.6980896,22.69274521,47.28448105,0.527287185,0.001924561,-0.000362801,0.17441462,0,36.56286621,113.9967194,20.56891441,36.56163406,47.28448105,0.031099109,67.91168976,646.980896,110004,4:Compute Final (1),10.83357307,1.396869779,65.5,3,3,3,3,0.5902,0.5331,0.6648,0.6332,0.605325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3.63871076,0.885533329,4.524244089,0.383863944,11.7860616,NA,4.43735,0.409415,10.83826924,75,5,15,17,20,2,0,0,39,39,43.6,51.3,5.1,0,0,NA,8,39,1.618227361
545,28High,7/6/21,28,High,W,C,WC,7,6,27,187,0,15:24:53,15,13,24,1343.5,4,34,1.645834231,118,41.17782211,0.135519749,991,62.72355835,-196.6197876,91.59142558,30.89842542,0.511899968,0.020493772,0.00191554,-0.090513974,0,24.32144674,123.7389425,41.28358205,24.34936206,30.89842542,0.127371108,67.85978699,1966.197876,110005,#DIV/0!,4.504837837,2.801493645,23.6,10,13,14,12.33333333,0.4979,0.2981,0.2619,0.4639,0.38045,90.32258065,2.502380339,0.157602059,3.173959395,0.423209068,0.800669341,0.605619997,0,0.004237054,0,46.28391288,313.6296285,55.65029,NA,NA,NA,NA,NA,NA,6,3.63871076,0.885533329,4.524244089,0.383863944,11.7860616,NA,4.43735,0.409415,10.83826924,75,5,15,17,20,2,0,0,39,39,43.6,51.3,5.1,0,0,NA,8,39,1.618227361
546,28High,9/14/21,28,High,W,C,WC,9,14,37,257,111,14:26:25,14,12,26,1215.5,4,57,0.79,112,19.97930908,0.064999693,991,21.65418056,-173.4105713,36.45093155,36.99272919,0.237549946,0.036585297,0.000759417,-0.020055039,0,27.7,116.0084763,20.19939613,27.76890373,36.99272919,0.177720279,67.56282043,1734.105713,110004,4:Compute Final,6.302376992,1.364728093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.29032258,1.383835687,0.16448946,2.105141253,0.268246149,0.453993033,0.454343541,0.024687067,0.015020425,0,43.32000325,110.4715183,10.72489094,14.53125,11,19.5,15.28125,2,41.5,6,3.63871076,0.885533329,4.524244089,0.383863944,11.7860616,NA,4.43735,0.409415,10.83826924,75,5,15,17,20,2,0,0,39,39,43.6,51.3,5.1,0,0,NA,8,39,1.618227361
547,28High,9/14/21,28,High,A,C,AC,9,14,37,257,111,14:24:44,14,12,24,1114,4,108,0.42,112,17.9435482,0.034904447,991,19.48528251,-175.861084,32.43850327,36.76538467,0.114277534,0.000764523,0.000104719,0.023175882,0,27.7,116.0002975,17.95275307,27.74599075,36.76538467,0.222135261,67.55945587,1758.61084,110004,4:Compute Final (1),6.22458631,1.212878227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.77419355,1.632522138,0.178460178,1.212873897,0.302425152,0.251452295,0.489123115,0.026232166,0.021105596,0,44.29909589,78.80389654,13.03863862,18.875,11,28.5,12.78125,9.5,17.5,6,3.63871076,0.885533329,4.524244089,0.383863944,11.7860616,NA,4.43735,0.409415,10.83826924,75,5,15,17,20,2,0,0,39,39,43.6,51.3,5.1,0,0,NA,8,39,1.618227361
548,28High,8/27/21,28,High,W,C,WC,8,27,34,239,52,14:41:37,14,12,41,1057.25,4,33,1.762305727,114,44.9859581,0.145110136,991,62.62171743,-179.081311,83.23064423,32.37277985,0.451737612,0.030658407,-0.002894082,0.475035518,0,27.92078686,120.5812263,45.14492226,27.42143345,32.37277985,0.373227894,67.63946915,1790.81311,110004,#DIV/0!,4.878573044,3.053575993,39.6,13,10,16,13,0.6438,0.3961,0.4659,0.5818,0.5219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3.63871076,0.885533329,4.524244089,0.383863944,11.7860616,NA,4.43735,0.409415,10.83826924,75,5,15,17,20,2,0,0,39,39,43.6,51.3,5.1,0,0,NA,8,39,1.618227361
549,28High,8/31/21,28,High,W,C,WC,8,31,35,243,56,16:50:49,16,14,50,4269.75,4,43.5,0.930594353,108,21.93678284,0.076626133,991,18.80202218,-97.10049744,33.83493042,41.49235725,0.296383962,0.004523138,0.000769272,-0.006455272,0,30.53919792,112.1961937,21.98102188,30.47124004,41.49235725,0.146615995,67.36445236,971.0049744,110004,#DIV/0!,8.140247136,1.480739534,32.7,4,4,6,4.666666667,0.556,0.5252,0.3296,0.3972,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3.63871076,0.885533329,4.524244089,0.383863944,11.7860616,NA,4.43735,0.409415,10.83826924,75,5,15,17,20,2,0,0,39,39,43.6,51.3,5.1,0,0,NA,8,39,1.618227361
550,28High,7/20/21,28,High,W,C,WC,7,20,29,201,14,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.29032258,2.695362815,0.242941749,3.664894016,0.449323888,0.732834077,0.764984225,0.048856399,0.018989349,0,38.72167291,128.4254162,24.80286974,9.125,6.5,11,7.25,1,12,6,3.63871076,0.885533329,4.524244089,0.383863944,11.7860616,NA,4.43735,0.409415,10.83826924,75,5,15,17,20,2,0,0,39,39,43.6,51.3,5.1,0,0,NA,8,39,1.618227361
551,28High,8/20/21,28,High,W,C,WC,8,20,33,232,45,18:03:41,18,16,3,5684,4,33,2.175137494,112,42.25691986,0.179103145,991,92.35099408,-91.16708171,88.56502787,24.5508035,0.678061247,0.028890498,0.000385975,0.135873936,0,25.77740351,122.0692546,42.40320969,25.23844592,24.5508035,0.186612454,67.36290487,911.6708171,110004,#DIV/0!,3.098762912,2.856403748,21.7,26,23,21,23.33333333,0.1849,0.1936,0.1678,0.1746,0.180225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3.63871076,0.885533329,4.524244089,0.383863944,11.7860616,NA,4.43735,0.409415,10.83826924,75,5,15,17,20,2,0,0,39,39,43.6,51.3,5.1,0,0,NA,8,39,1.618227361
552,28High,7/21/21,28,High,W,C,WC,7,21,29,202,15,14:33:01,14,12,33,1878.5,4,33,1.781169974,107,56.91643397,0.146663438,991,31.11310874,-157.51309,82.30314636,50.11520894,0.578240653,0.042692088,0.000343863,0.109870116,0,31.94024213,114.2230886,57.22599411,31.80127716,50.11520894,0.170320666,67.91223399,1575.1309,110004,#DIV/0!,12.49110503,3.886344194,NA,7,7,8,7.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3.63871076,0.885533329,4.524244089,0.383863944,11.7860616,NA,4.43735,0.409415,10.83826924,75,5,15,17,20,2,0,0,39,39,43.6,51.3,5.1,0,0,NA,8,39,1.618227361
553,28High,8/12/21,28,High,W,R,WR,8,12,32,224,37,16:10:25,16,14,10,5954,4,37,1.272268853,108,20.38222504,0.104759976,991,14.58943585,-69.34703979,23.94083977,44.60019302,0.430505544,-0.005090418,-0.004221689,0.560702384,0,35.36483765,113.1830978,20.28814316,35.33387756,44.60019302,0.079975203,67.89539337,693.4703979,110004,4:Compute Final,9.441567593,1.377471447,51.7,4,4,4,4,0.238,0.4894,0.3106,0.2504,0.3221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3.63871076,0.885533329,4.524244089,0.383863944,11.7860616,NA,4.43735,0.409415,10.83826924,75,5,15,17,20,2,0,0,39,39,43.6,51.3,5.1,0,0,NA,8,39,1.618227361
554,28High,7/13/21,28,High,W,C,WC,7,13,28,194,7,13:36:41,13,11,36,1775,4,104.6666667,0.582599693,124,26.80377134,0.047971881,991,41.1265747,-154.8104655,74.6595637,30.80373573,0.166316306,0.002186968,-0.000322603,0.087974673,0,19.1193517,129.1535645,26.81561788,20.62294006,30.80373573,0.214748566,67.90148671,1548.104655,110004,#DIV/0!,4.493397367,1.820820491,45.4,8,8,8,8,0.2888,0.2398,0.3601,0.3252,0.308366667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3.63871076,0.885533329,4.524244089,0.383863944,11.7860616,NA,4.43735,0.409415,10.83826924,75,5,15,17,20,2,0,0,39,39,43.6,51.3,5.1,0,0,NA,8,39,1.618227361
555,28High,8/1/21,28,High,W,C,WC,8,1,30,213,26,14:05:59,14,12,5,1859,4,33.33333333,1.748506337,118,27.40823364,0.143973879,991,82.02604915,-156.4643473,84.54527283,19.55560748,0.504548699,0.010718387,0.000928268,0.034438302,0,19.55286471,123.9415944,27.47069867,19.06661669,19.55560748,0.229578549,68.1517156,1564.643473,110004,#DIV/0!,2.283676708,1.872174899,16,38,39,30,35.66666667,0.3352,0.3601,0.3601,0.3601,0.353875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3.63871076,0.885533329,4.524244089,0.383863944,11.7860616,NA,4.43735,0.409415,10.83826924,75,5,15,17,20,2,0,0,39,39,43.6,51.3,5.1,0,0,NA,8,39,1.618227361
556,28High,8/4/21,28,High,W,C,WC,8,4,31,216,29,16:46:59,16,14,46,6223,4,33,2.081085827,125,54.63336309,0.17135883,991,37.13573471,-71.37340698,80.03452301,45.79716492,0.718520761,0.052103452,0.002602469,-0.153949827,0,31.69260152,134.6319987,54.9048144,31.56650416,45.79716492,0.045912421,67.92353821,713.7340698,110004,#DIV/0!,10.04201235,3.729326804,30.2,15,22,19,18.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3.63871076,0.885533329,4.524244089,0.383863944,11.7860616,NA,4.43735,0.409415,10.83826924,75,5,15,17,20,2,0,0,39,39,43.6,51.3,5.1,0,0,NA,8,39,1.618227361
557,28Low,9/10/21,28,Low,W,C,WC,9,10,36,253,107,17:18:47,17,15,18,"7,158.50",4,133,0.480330895,105,12.72962952,0.039550959,991,11.14920578,-50.57514343,12.38890076,42.48144531,0.097011983,0.002692326,-0.001036733,0.148407891,0,40.42129898,110.1875305,12.7453661,40.48703003,42.48144531,0.208796471,73.95933533,505.7514343,110004,4:Compute Final,8.45476201,0.942638814,58.2,10,10,NA,10,0.1858,0.1981,0.199,0.2285,0.20285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.25,12,29.5,23.3125,5.5,54.5,6,0.019173503,0.21367162,0.232845123,0.13187282,1.76567941,6.66,6.8415,0.5845,11.70487596,30,20,0,15,120,5,0,0,150,150,10,80,3.3,0,0,NA,9,150,1.466705622
558,28Low,9/15/21,28,Low,W,C,WC,9,15,37,258,112,17:12:11,17,15,12,7761,4,90,0.568798495,99,10.32279682,0.046835476,991,11.77391637,-35.76830139,13.08708096,37.37847519,0.134287298,0.000789541,-0.001828668,0.227873579,0,35.37593079,103.0733185,10.32370949,35.44943237,37.37847519,0.111057982,73.40428925,357.6830139,110004,4:Compute Final (1),6.436299941,0.757804573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.96875,11,28,20.65625,2,51.5,6,0.019173503,0.21367162,0.232845123,0.13187282,1.76567941,6.66,6.8415,0.5845,11.70487596,30,20,0,15,120,5,0,0,150,150,10,80,3.3,0,0,NA,9,150,1.466705622
559,28Low,7/7/21,28,Low,W,C,WC,7,7,27,188,42,14:59:12,14,12,59,6944,4,33,1.94089841,120,29.7846508,0.159815648,991,16.06978131,-53.49949137,31.39090029,52.19874191,0.559214532,0.036990892,4.18E-05,0.154798299,0,39.18073527,127.1982829,29.99376742,39.07647832,52.19874191,0.231026605,73.85312144,534.9949137,110004,#DIV/0!,13.87192871,2.215132316,45.6,10,9,9,9.333333333,0.5083,0.4927,0.4465,0.2962,0.435925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.84375,12.5,33.5,19.32142857,6,52,6,0.019173503,0.21367162,0.232845123,0.13187282,1.76567941,6.66,6.8415,0.5845,11.70487596,30,20,0,15,120,5,0,0,150,150,10,80,3.3,0,0,NA,9,150,1.466705622
560,28Low,8/5/21,28,Low,W,C,WC,8,5,31,217,71,17:44:33,17,15,44,1318.833333,4,47,1.23617838,132,16.49338849,0.101788248,991,11.65375795,-190.0064494,18.66621208,46.7363828,0.349536439,0.010640697,-0.001123207,0.250051513,0,37.77028783,137.1925812,16.5531044,37.71162033,46.7363828,0.088858185,73.94478861,1900.064494,110004,#DIV/0!,10.59704772,1.22401611,51.1,11,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3125,12,32.5,19.5,5,54.5,6,0.019173503,0.21367162,0.232845123,0.13187282,1.76567941,6.66,6.8415,0.5845,11.70487596,30,20,0,15,120,5,0,0,150,150,10,80,3.3,0,0,NA,9,150,1.466705622
561,28Low,9/2/21,28,Low,W,C,WC,9,2,35,245,99,15:32:37,15,13,32,950.25,4,33,1.443962418,112,39.54460716,0.118897408,991,57.04080457,-181.0848816,95.88452911,33.30857086,0.396901757,0.069258144,2.41E-05,0.116198171,0,24.0230732,116.7532768,39.91323853,24.34962368,33.30857086,0.1044144,73.47797012,1810.848816,110004,#DIV/0!,5.143970714,2.932742476,27.6,13,13,12,12.66666667,0.1353,0.2007,0.1755,0.2207,0.18305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.46875,13,23.5,14.9375,8.5,31,6,0.019173503,0.21367162,0.232845123,0.13187282,1.76567941,6.66,6.8415,0.5845,11.70487596,30,20,0,15,120,5,0,0,150,150,10,80,3.3,0,0,NA,9,150,1.466705622
562,28Low,6/23/21,28,Low,W,C,WC,6,23,25,174,28,13:17:36,13,11,17,1213,4,36,1.641255598,148,14.54326185,0.135142739,991,27.20981483,-193.7221517,34.549558,28.62397575,0.447750847,-0.003459422,-0.000612892,0.2258507,0,24.56325213,153.4167328,14.52497196,24.5617307,28.62397575,0.165874953,73.67346954,1937.221517,110004,#DIV/0!,3.936169233,1.070105314,33.3,10,10,14,11.33333333,0.6857,0.2647,0.495,0.7062,0.5379,38.70967742,1.131978184,0.097389929,1.496089168,0.270185686,0.252564389,0.20493647,0.078447069,0.326972172,0,0,451.6927903,44.21879185,19.46875,13.5,30,20.28125,6.5,51.5,6,0.019173503,0.21367162,0.232845123,0.13187282,1.76567941,6.66,6.8415,0.5845,11.70487596,30,20,0,15,120,5,0,0,150,150,10,80,3.3,0,0,NA,9,150,1.466705622
563,28Low,7/31/21,28,Low,W,C,WC,7,31,30,212,66,14:22:19,14,12,22,1231,4,33.66666667,1.69131102,111,26.84345563,0.139264356,991,26.16672856,-175.9835612,39.7031161,40.57527796,0.486328373,0.02243472,-0.00115636,0.267620335,0,32.97487005,116.3686091,26.97214699,32.9455541,40.57527796,0.011848866,74.1463267,1759.835612,110004,#DIV/0!,7.648781761,1.999885798,37.2,12,11,12,11.66666667,0.4377,0.3501,0.2301,NA,0.3393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.375,14,31,16.23333333,8,42.5,6,0.019173503,0.21367162,0.232845123,0.13187282,1.76567941,6.66,6.8415,0.5845,11.70487596,30,20,0,15,120,5,0,0,150,150,10,80,3.3,0,0,NA,9,150,1.466705622
564,28Low,6/9/21,28,Low,W,C,WC,6,9,23,160,14,15:00:27,15,13,0,3560.5,4,57.66666667,1.047972153,117,14.05204105,0.086291146,991,15.83419856,-141.4820475,15.77192815,37.72622426,0.289839407,0.000666804,-0.000697775,0.167930802,0,37.75642649,122.2169062,14.05761083,37.78561147,37.72622426,0.19695672,73.82695516,1414.820475,110004,#DIV/0!,6.561523484,1.037830512,67.9,11,10,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8125,10.5,30.5,18.14285714,0,57.5,6,0.019173503,0.21367162,0.232845123,0.13187282,1.76567941,6.66,6.8415,0.5845,11.70487596,30,20,0,15,120,5,0,0,150,150,10,80,3.3,0,0,NA,9,150,1.466705622
565,28Low,7/22/21,28,Low,W,C,WC,7,22,29,203,57,14:37:47,14,12,37,2692,4,33,1.680490886,111,29.3449688,0.138373414,991,24.79089214,-142.18361,35.9121755,43.21995799,0.488731057,0.021528872,0.001044122,0.02247586,0,36.37810389,116.4217784,29.47015508,36.2960434,43.21995799,0.186609554,73.93108622,1421.8361,110004,#DIV/0!,8.788160725,2.178760052,42,6,5,6,5.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.03125,14,27.5,17.59375,9,45,6,0.019173503,0.21367162,0.232845123,0.13187282,1.76567941,6.66,6.8415,0.5845,11.70487596,30,20,0,15,120,5,0,0,150,150,10,80,3.3,0,0,NA,9,150,1.466705622
566,28Low,5/26/21,28,Low,W,C,WC,5,26,21,146,0,16:34:27,16,14,34,3379,4,44,1.422835478,122,8.254997412,0.117157793,991,27.23118616,-132.8029989,29.58898226,19.20587858,0.340717425,0.004656331,-0.00361561,0.558262269,0,17.81634267,127.2437515,8.279955228,17.88336054,19.20587858,0.125896006,73.48760732,1328.029989,110004,#DIV/0!,2.23456412,0.608473559,26.1,21,27,19,22.33333333,NA,NA,NA,NA,NA,93.5483871,2.100934988,0.151211791,1.740078982,0.539984453,0.308455559,0.255754764,0.078226078,0.555566487,12.92292985,23.0213247,346.2113573,66.24812114,12.25,8.5,15.5,11.5625,-1.5,30,6,0.019173503,0.21367162,0.232845123,0.13187282,1.76567941,6.66,6.8415,0.5845,11.70487596,30,20,0,15,120,5,0,0,150,150,10,80,3.3,0,0,NA,9,150,1.466705622
567,28Low,8/18/21,28,Low,W,C,WC,8,18,33,230,84,17:55:47,17,15,55,1083,4,49.33333333,0.952063766,118,14.74506028,0.078393947,991,8.468853217,-180.0420532,20.94959386,50.52297211,0.268530617,-0.001807603,-0.001121443,0.21072418,0,33.45905558,122.205307,14.734917,33.36445999,50.52297211,0.071085851,73.25212351,1800.420532,110004,#DIV/0!,12.74609568,1.079364101,51.1,10,6,11,9,0.4446,0.4275,0.6394,0.3321,0.4609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.21875,14.5,30.5,20.8125,4.5,50,6,0.019173503,0.21367162,0.232845123,0.13187282,1.76567941,6.66,6.8415,0.5845,11.70487596,30,20,0,15,120,5,0,0,150,150,10,80,3.3,0,0,NA,9,150,1.466705622
568,28Low,6/3/21,28,Low,W,C,WC,6,3,22,154,8,17:26:06,17,15,26,2197.5,4,49,1.198337312,117,13.04902172,0.098672374,991,17.60344446,-153.7397095,21.75070635,34.6944828,0.332933754,0.003740649,-0.000690539,0.179465398,0,30.53976631,122.284139,13.06699785,30.58955383,34.6944828,0.140690298,73.39174143,1537.397095,110004,#DIV/0!,5.666762556,0.959007502,45,19,17,17,17.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.53125,8.5,26.5,18.06666667,0.5,46,6,0.019173503,0.21367162,0.232845123,0.13187282,1.76567941,6.66,6.8415,0.5845,11.70487596,30,20,0,15,120,5,0,0,150,150,10,80,3.3,0,0,NA,9,150,1.466705622
569,28Low,6/16/21,28,Low,W,C,WC,6,16,24,167,21,16:30:59,16,14,30,8834,4,33,2.142714225,104,16.68475819,0.176433378,991,7.528384233,-25.38114929,14.04782677,55.60970879,0.612648875,-0.013836783,-0.001823988,0.366128147,0,43.16534233,112.5933151,16.61450577,43.13858223,55.60970879,0.23100324,73.99410629,253.8114929,110004,#DIV/0!,16.34954302,1.229375839,73.8,NA,NA,NA,NA,0.6857,0.2647,0.495,0.7062,0.5379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3125,14.5,34.5,20.96666667,7.5,56.5,6,0.019173503,0.21367162,0.232845123,0.13187282,1.76567941,6.66,6.8415,0.5845,11.70487596,30,20,0,15,120,5,0,0,150,150,10,80,3.3,0,0,NA,9,150,1.466705622
570,28Low,6/30/21,28,Low,W,C,WC,6,30,26,181,35,14:37:17,14,12,37,7712,4,33,2.342104893,386,9.679320335,0.192851418,991,6.604967167,-29.57654012,13.87798532,47.62873967,0.659626683,0.03400776,-0.001579233,0.802435326,0,33.84462357,395.4347839,9.876387596,33.68926239,47.62873967,0.171791621,73.79847209,295.7654012,110004,#DIV/0!,11.02752526,0.728861034,29.3,10,12,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.71875,11,29.5,17.7,6.5,47.5,6,0.019173503,0.21367162,0.232845123,0.13187282,1.76567941,6.66,6.8415,0.5845,11.70487596,30,20,0,15,120,5,0,0,150,150,10,80,3.3,0,0,NA,9,150,1.466705622
571,28Low,8/26/21,28,Low,W,C,WC,8,26,34,238,92,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.06451613,1.256537601,0.10037643,0.909094318,0.369186812,0.172112341,0.120211312,0.040997033,0.503792003,4.071227404,25.66984483,177.031363,34.32444236,NA,NA,NA,7.875,2.5,11.5,6,0.019173503,0.21367162,0.232845123,0.13187282,1.76567941,6.66,6.8415,0.5845,11.70487596,30,20,0,15,120,5,0,0,150,150,10,80,3.3,0,0,NA,9,150,1.466705622
572,28Low,7/15/21,28,Low,W,C,WC,7,15,28,196,50,13:25:14,13,11,25,2715.5,4,33,1.877987572,121,34.17631912,0.154635503,991,37.60958158,-136.3419027,63.98562495,38.28383255,0.543992798,0.038808826,-0.001601298,0.348392616,0,28.91702143,127.3470968,34.37730026,28.77328746,38.28383255,0.075533488,73.88191732,1363.419027,110004,#DIV/0!,6.763334137,2.539860725,19.1,13,14,14,13.66666667,0.3521,0.7089,0.5862,0.5832,0.5576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8125,9,31,20,3.5,50.5,6,0.019173503,0.21367162,0.232845123,0.13187282,1.76567941,6.66,6.8415,0.5845,11.70487596,30,20,0,15,120,5,0,0,150,150,10,80,3.3,0,0,NA,9,150,1.466705622
573,29High,8/31/21,29,High,W,R,WR,8,31,35,243,56,16:53:45,16,14,53,4450.5,4,35.5,1.145980962,108,22.68287277,0.094361296,991,14.11069136,-92.94110413,31.97549725,47.38392639,0.363970041,0.022350331,-3.16E-05,0.097773783,0,32.18236637,112.2975464,22.80305958,32.10861111,47.38392639,0.142172632,67.37123108,929.4110413,110004,#DIV/0!,10.89147755,1.536270142,32.6,9,10,9,9.333333333,0.3984,0.1599,0.2949,0.4305,0.320925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.90625,10.5,20.5,17.59375,2.5,43,6,1.974868057,NA,NA,0.28775037,NA,4.46,3.7128,0.35865,10.35215391,75,15,0,3,6,1,0,0,10,10,30,60,10,0,0,NA,7,10,1.406628313
574,29High,9/14/21,29,High,W,R,WR,9,14,37,257,111,14:16:03,14,12,16,592.5,4,54,0.79,112,20.61675835,0.064842759,991,23.05843669,-189.3096558,44.26112747,36.26452255,0.253200293,0.013465517,0.001165515,-0.065694913,0,24.8,115.9502029,20.66348648,24.86953545,36.26452255,0.15995416,67.5806427,1893.096558,110004,4:Compute Final (1),6.056141668,1.396451592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.87096774,1.914855194,0.227793881,1.94006389,0.425771142,0.358254285,0.579869459,0.034298317,0.026967032,0,50.4846693,125.4918596,20.67261873,NA,NA,NA,NA,NA,NA,6,1.974868057,NA,NA,0.28775037,NA,4.46,3.7128,0.35865,10.35215391,75,15,0,3,6,1,0,0,10,10,30,60,10,0,0,NA,7,10,1.406628313
575,29High,8/20/21,29,High,W,R,WR,8,20,33,232,45,18:06:50,18,16,6,5873,4,33,2.916037387,112,41.75434875,0.240109633,991,81.47709047,-86.89011841,87.34141795,26.57135201,0.954735557,0.079909233,0.00288312,-0.082799782,0,25.77333768,127.4295273,42.17477926,25.38468742,26.57135201,0.214752639,67.37428792,868.9011841,110004,#DIV/0!,3.491014901,2.841494401,25.8,19,14,15,16,0.2039,0.2269,0.2141,0.2059,0.2127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.84375,5.5,16,9.125,-2,27,6,1.974868057,NA,NA,0.28775037,NA,4.46,3.7128,0.35865,10.35215391,75,15,0,3,6,1,0,0,10,10,30,60,10,0,0,NA,7,10,1.406628313
